Tumorname	Name	MBIIscore
LUAD	LUAD-7043-01A	0.105467121
LUAD	LUAD-7562-01A	0.201975542
LUAD	LUAD-7567-01A	0.265351271
LUAD	LUAD-7944-01A	0.464104501
LUAD	LUAD-7947-01A	0.211268713
LUAD	LUAD-7948-01A	0.11254806
LUAD	LUAD-8039-01A	0.293873688
LUAD	LUAD-8494-01A	0.21478629
LUAD	LUAD-A4VK-01A	0.306294134
LUAD	LUAD-A4VN-01A	0.454917446
LUAD	LUAD-A4VP-01A	0.407342248
LUAD	LUAD-7546-01A	0.277075656
LUAD	LUAD-7547-01A	0.209712756
LUAD	LUAD-7552-01A	0.485473407
LUAD	LUAD-7553-01A	0.412698203
LUAD	LUAD-7554-01A	0.266182362
LUAD	LUAD-7937-01A	0.1874721
LUAD	LUAD-7938-01A	0.218783468
LUAD	LUAD-7941-01A	0.227724124
LUAD	LUAD-8171-01A	0.030860672
LUAD	LUAD-8172-01A	0.335549308
LUAD	LUAD-8174-01A	0.271937511
LUAD	LUAD-8175-01A	0.358447905
LUAD	LUAD-8176-01A	0.303609737
LUAD	LUAD-8177-01A	0.395710521
LUAD	LUAD-8179-01A	0.116845463
LUAD	LUAD-8547-01A	0.246419931
LUAD	LUAD-8552-01A	0.248435477
LUAD	LUAD-A4LX-01A	0.552084148
LUAD	LUAD-A4M0-01A	0.215142644
LUAD	LUAD-A4M1-01A	0.173136898
LUAD	LUAD-A4M2-01A	0.436969408
LUAD	LUAD-A4M3-01A	0.130271434
LUAD	LUAD-A4M5-01A	0.301539561
LUAD	LUAD-A4M6-01A	0.363204503
LUAD	LUAD-A4M7-01A	0.4096306
LUAD	LUAD-7458-01A	0.32951727
LUAD	LUAD-8025-01A	0.199753335
LUAD	LUAD-8028-01A	0.5120265
LUAD	LUAD-8032-01A	0.312385698
LUAD	LUAD-8033-01A	0.402544643
LUAD	LUAD-AA5R-01A	0.415892789
LUAD	LUAD-8192-01A	0.318307233
LUAD	LUAD-8194-01A	0.2501826
LUAD	LUAD-A4AD-01A	0.231671929
LUAD	LUAD-A4AE-01A	0.25495259
LUAD	LUAD-A4AG-01A	0.479428513
LUAD	LUAD-A4E5-01A	0.228804898
LUAD	LUAD-A4E6-01A	0.436689825
LUAD	LUAD-A443-01A	0.163677668
LUAD	LUAD-A444-01A	0.412881998
LUAD	LUAD-A50W-01A	0.154588016
LUAD	LUAD-A5IP-01A	0.29608619
LUAD	LUAD-A743-01A	0.504330432
LUAD	LUAD-A7SV-01A	0.08742345
LUAD	LUAD-A8F4-01A	0.462728471
LUAD	LUAD-A4N1-01A	0.158387172
LUAD	LUAD-A4N4-01A	0.279447058
LUAD	LUAD-A4N5-01A	0.283357512
LUAD	LUAD-A4SV-01A	0.383986873
LUAD	LUAD-A4SW-01A	0.389074593
LUAD	LUAD-A4SY-01A	0.278688288
LUAD	LUAD-A4T2-01A	0.229217272
LUAD	LUAD-A4T4-01A	0.504196662
LUAD	LUAD-A4T6-01A	0.203720624
LUAD	LUAD-A4T7-01A	0.263226007
LUAD	LUAD-A4T8-01A	0.169011234
LUAD	LUAD-A4T9-01A	0.384135784
LUAD	LUAD-A4TA-01A	0.577712775
LUAD	LUAD-A4TC-01A	0.370632703
LUAD	LUAD-A4TD-01A	0.326813837
LUAD	LUAD-A4TE-01A	0.204612312
LUAD	LUAD-A4TF-01A	0.360277859
LUAD	LUAD-A4TH-01A	0.394303903
LUAD	LUAD-A4TI-01A	0.508272471
LUAD	LUAD-A4TJ-01A	0.509912825
LUAD	LUAD-A4TK-01A	0.334533571
LUAD	LUAD-A5C7-01A	0.067334993
LUAD	LUAD-A4YF-01A	0.232181304
LUAD	LUAD-A4YG-01A	0.338028283
LUAD	LUAD-A4YI-01A	0.175490827
LUAD	LUAD-A4YP-01A	0.327973042
LUAD	LUAD-A4YQ-01A	0.534273577
LUAD	LUAD-A55A-01A	0.368776986
LUAD	LUAD-A55O-01A	0.279331614
LUAD	LUAD-A55R-01A	0.345368763
LUAD	LUAD-A7XG-01A	0.122267423
LUAD	LUAD-A52J-01A	0.283192473
LUAD	LUAD-AA1A-01A	0.419554504
LUSC	LUSC-3406-01A	0.337486526
LUSC	LUSC-3407-01A	0.325946193
LUSC	LUSC-3408-01A	0.144959384
LUSC	LUSC-3409-01A	0.065085361
LUSC	LUSC-3410-01A	0.106935471
LUSC	LUSC-3411-01A	0.148829453
LUSC	LUSC-3412-01A	0.074463347
LUSC	LUSC-3414-01A	0.06244521
LUSC	LUSC-3415-01A	0.078695164
LUSC	LUSC-3416-01A	0.272732706
LUSC	LUSC-3417-01A	0.2806257
LUSC	LUSC-3419-01A	0.335695196
LUSC	LUSC-3421-01A	0.192879866
LUSC	LUSC-4083-01A	0.077643738
LUSC	LUSC-4086-01A	0.280096233
LUSC	LUSC-4721-01A	0.438948795
LUSC	LUSC-5592-01A	0.137005561
LUSC	LUSC-5595-01A	0.081192194
LUSC	LUSC-1070-01A	0.875164696
LUSC	LUSC-1071-01A	0.420078265
LUSC	LUSC-1072-01A	0.062071941
LUSC	LUSC-1075-01A	0.054073075
LUSC	LUSC-1076-01A	0.503454964
LUSC	LUSC-1076-01A	0.473299126
LUSC	LUSC-1077-01A	0.336580345
LUSC	LUSC-1078-01A	0.010846939
LUSC	LUSC-1079-01A	0.059207333
LUSC	LUSC-1080-01A	0.075745896
LUSC	LUSC-1081-01A	0.047331586
LUSC	LUSC-1082-01A	0.176282512
LUSC	LUSC-1083-01A	0.06561617
LUSC	LUSC-5782-01A	0.337587294
LUSC	LUSC-5783-01A	0.20292972
LUSC	LUSC-5784-01A	0.479272343
LUSC	LUSC-5786-01A	0.231770698
LUSC	LUSC-5787-01A	0.338384615
LUSC	LUSC-A5DI-01A	0.413043938
LUSC	LUSC-0940-01A	0.366703443
LUSC	LUSC-0944-01A	0.080187294
LUSC	LUSC-1000-01A	0.422468568
LUSC	LUSC-1002-01A	0.308618836
LUSC	LUSC-1005-01A	0.59540495
LUSC	LUSC-1011-01A	0.483668169
LUSC	LUSC-1012-01A	0.834843341
LUSC	LUSC-1016-01A	0.302886364
LUSC	LUSC-1017-01A	0.287329698
LUSC	LUSC-4591-01A	0.061897864
LUSC	LUSC-4593-01A	0.133007093
LUSC	LUSC-4594-01A	0.435827982
LUSC	LUSC-4595-01A	0.353602584
LUSC	LUSC-4596-01A	0.449433944
LUSC	LUSC-4599-01A	0.312948754
LUSC	LUSC-4601-01A	0.108186328
LUSC	LUSC-4604-01A	0.05528113
LUSC	LUSC-4605-01A	0.402233388
LUSC	LUSC-4607-01A	0.186116593
LUSC	LUSC-4609-01A	0.38720342
LUSC	LUSC-4613-01A	0.333079247
LUSC	LUSC-5471-01A	0.319893358
LUSC	LUSC-5472-01A	0.205270823
LUSC	LUSC-5473-01A	0.135090054
LUSC	LUSC-5474-01A	0.370463949
LUSC	LUSC-5477-01A	0.087626268
LUSC	LUSC-5478-01A	0.306703821
LUSC	LUSC-5479-01A	0.34292001
LUSC	LUSC-5480-01A	0.219465921
LUSC	LUSC-5481-01A	0.138736678
LUSC	LUSC-5482-01A	0.160630245
LUSC	LUSC-5483-01A	0.111769742
LUSC	LUSC-5485-01A	0.118339994
LUSC	LUSC-5489-01A	0.377385729
LUSC	LUSC-5491-01A	0.150315485
LUSC	LUSC-5492-01A	0.326543502
LUSC	LUSC-A5C4-01A	0.185345269
LUSC	LUSC-4532-01A	0.06321661
LUSC	LUSC-4533-01A	0.212526859
LUSC	LUSC-4538-01A	0.05101042
LUSC	LUSC-4547-01A	0.030821232
LUSC	LUSC-4566-01A	0.270582939
LUSC	LUSC-4579-01A	0.111072911
LUSC	LUSC-4582-01A	0.256239724
LUSC	LUSC-4583-01A	0.249406429
LUSC	LUSC-4586-01A	0.385212799
LUSC	LUSC-4587-01A	0.070294691
LUSC	LUSC-4589-01A	0.522966988
LUSC	LUSC-6737-01A	0.347197068
LUSC	LUSC-6738-01A	0.353625175
LUSC	LUSC-A4WN-01A	0.429706743
LUSC	LUSC-A5GW-01A	0.100282288
LUSC	LUSC-AAS8-01A	0.268608489
LUSC	LUSC-AASB-01A	0.283348083
LUSC	LUSC-AASD-01A	0.099392716
LUSC	LUSC-AASI-01A	0.390221043
LUSC	LUSC-AASJ-01A	0.205561939
LUSC	LUSC-AASL-01A	0.495420283
LUSC	LUSC-2596-01A	0.27859758
LUSC	LUSC-2600-01A	0.080256704
LUSC	LUSC-2604-01A	0.435793062
LUSC	LUSC-2605-01A	0.035817696
LUSC	LUSC-2608-01A	0.4110883
LUSC	LUSC-2609-01A	0.324892528
LUSC	LUSC-5231-01A	0.145934924
LUSC	LUSC-5232-01A	0.568214548
LUSC	LUSC-5234-01A	0.488090767
LUSC	LUSC-5236-01A	0.385900312
LUSC	LUSC-5239-01A	0.307276488
LUSC	LUSC-5240-01A	0.123959921
LUSC	LUSC-5241-01A	0.406592412
LUSC	LUSC-5927-01A	0.148518763
LUSC	LUSC-5928-01A	0.231994139
LUSC	LUSC-5929-01A	0.150110072
LUSC	LUSC-7107-01A	0.137384018
LUSC	LUSC-8454-01A	0.398694631
LUSC	LUSC-8455-01A	0.256017156
LUSC	LUSC-8456-01A	0.184523428
LUSC	LUSC-A5IX-01A	0.439841473
LUSC	LUSC-3783-01A	0.423309875
LUSC	LUSC-3789-01A	0.058499419
LUSC	LUSC-3792-01A	0.374927667
LUSC	LUSC-4129-01A	0.038143876
LUSC	LUSC-4130-01A	0.349493431
LUSC	LUSC-4132-01A	0.7491329
LUSC	LUSC-4133-01A	0.07826291
LUSC	LUSC-4135-01A	0.029797815
LUSC	LUSC-4141-01A	0.225082854
LUSC	LUSC-5819-01A	0.138087516
LUSC	LUSC-A5EL-01A	0.085073136
LUSC	LUSC-A5EM-01A	0.295214742
LUSC	LUSC-A5EN-01A	0.278836785
LUSC	LUSC-5011-01A	0.503796491
LUSC	LUSC-5016-01A	0.271814392
LUSC	LUSC-5019-01A	0.355212558
LUSC	LUSC-5021-01A	0.47593621
LUSC	LUSC-5022-01A	0.565688575
LUSC	LUSC-5024-01A	0.48228573
LUSC	LUSC-5027-01A	0.217740837
LUSC	LUSC-5028-01A	0.414590601
LUSC	LUSC-5029-01A	0.319673031
LUSC	LUSC-5030-01A	0.532636084
LUSC	LUSC-5031-01A	0.33627052
LUSC	LUSC-5034-01A	0.255307679
LUSC	LUSC-5035-01A	0.329594727
LUSC	LUSC-5036-01A	0.23191168
LUSC	LUSC-5037-01A	0.217211726
LUSC	LUSC-5039-01A	0.37877774
LUSC	LUSC-5040-01A	0.205352665
LUSC	LUSC-2578-01A	0.684283769
LUSC	LUSC-2581-01A	0.397197052
LUSC	LUSC-3394-01A	0.040062115
LUSC	LUSC-3920-01A	0.069849296
LUSC	LUSC-5668-01A	0.458448669
LUSC	LUSC-5670-01A	0.310760259
LUSC	LUSC-6143-01A	0.038036892
LUSC	LUSC-6647-01A	0.459400581
LUSC	LUSC-6770-01A	0.254355531
LUSC	LUSC-6771-01A	0.367319502
LUSC	LUSC-6773-01A	0.646555911
LUSC	LUSC-7656-01A	0.36696726
LUSC	LUSC-7657-01A	0.235262024
LUSC	LUSC-7658-01A	0.149451851
LUSC	LUSC-8115-01A	0.410422683
LUSC	LUSC-8116-01A	0.361302603
LUSC	LUSC-8118-01A	0.355784898
LUSC	LUSC-A474-01A	0.146801472
LUSC	LUSC-A475-01A	0.476607328
LUSC	LUSC-A56U-01A	0.635913407
LUSC	LUSC-A56V-01A	0.373581495
LUSC	LUSC-3765-01A	0.788815164
LUSC	LUSC-3766-01A	0.458005914
LUSC	LUSC-3767-01A	0.369949289
LUSC	LUSC-3768-01A	0.042361126
LUSC	LUSC-3769-01A	0.134304012
LUSC	LUSC-6025-01A	0.144823308
LUSC	LUSC-6026-01A	0.04603882
LUSC	LUSC-4079-01A	0.762806787
LUSC	LUSC-4080-01A	0.01583279
LUSC	LUSC-4081-01A	0.037836854
LUSC	LUSC-6867-01A	0.176660769
LUSC	LUSC-7622-01A	0.405700565
LUSC	LUSC-7809-01A	0.253642016
LUSC	LUSC-7810-01A	0.233609038
LUSC	LUSC-7811-01A	0.380211937
LUSC	LUSC-7812-01A	0.360160312
LUSC	LUSC-1622-01A	0.02866494
LUSC	LUSC-5897-01A	0.470764241
LUSC	LUSC-5898-01A	0.26549844
LUSC	LUSC-6545-01A	0.371616136
LUSC	LUSC-6546-01A	0.451105309
LUSC	LUSC-7221-01A	0.163673716
LUSC	LUSC-7222-01A	0.228588622
LUSC	LUSC-7223-01A	0.042790885
LUSC	LUSC-7579-01A	0.322308323
LUSC	LUSC-7580-01A	0.376132772
LUSC	LUSC-7582-01A	0.130576552
LUSC	LUSC-7730-01A	0.095371822
LUSC	LUSC-7731-01A	0.508792347
LUSC	LUSC-7822-01A	0.315877911
LUSC	LUSC-7823-01B	0.074400258
LUSC	LUSC-8082-01A	0.160965396
LUSC	LUSC-8083-01A	0.019494717
LUSC	LUSC-8201-01A	0.510000046
LUSC	LUSC-8304-01A	0.389582899
LUSC	LUSC-8305-01A	0.297849802
LUSC	LUSC-8307-01A	0.352896364
LUSC	LUSC-8308-01A	0.304972632
LUSC	LUSC-8309-01A	0.509404225
LUSC	LUSC-8503-01A	0.565728245
LUSC	LUSC-8504-01A	0.317675317
LUSC	LUSC-8622-01A	0.302376453
LUSC	LUSC-8623-01A	0.398298971
LUSC	LUSC-8624-01A	0.281851809
LUSC	LUSC-8625-01A	0.431359177
LUSC	LUSC-8626-01A	0.25448072
LUSC	LUSC-8628-01A	0.323966264
LUSC	LUSC-8629-01A	0.168097662
LUSC	LUSC-A49D-01A	0.345705557
LUSC	LUSC-A4BW-01A	0.281346949
LUSC	LUSC-A4BX-01A	0.057157353
LUSC	LUSC-A4BY-01A	0.201455649
LUSC	LUSC-A4ZJ-01A	0.391280173
LUSC	LUSC-A4ZK-01A	0.376849258
LUSC	LUSC-A5DR-01A	0.30237034
LUSC	LUSC-A5DS-01A	0.536961166
LUSC	LUSC-A62T-01A	0.196118756
LUSC	LUSC-8386-01A	0.33896523
LUSC	LUSC-8387-01A	0.461174475
LUSC	LUSC-8388-01A	0.167643769
LUSC	LUSC-8390-01A	0.131461789
LUSC	LUSC-8391-01A	0.176843423
LUSC	LUSC-8392-01A	0.157672913
LUSC	LUSC-8393-01A	0.410423806
LUSC	LUSC-A46J-01A	0.455254511
LUSC	LUSC-A46K-01A	0.324570912
LUSC	LUSC-A46L-01A	0.317640157
LUSC	LUSC-A46M-01A	0.228091479
LUSC	LUSC-A46N-01A	0.104322712
LUSC	LUSC-2695-01A	0.123347835
LUSC	LUSC-2696-01A	0.79071005
LUSC	LUSC-2697-01A	0.662047567
LUSC	LUSC-2698-01A	0.285527332
LUSC	LUSC-2703-01A	0.531253541
LUSC	LUSC-2704-01A	0.481304924
LUSC	LUSC-2706-01A	0.056840877
LUSC	LUSC-2707-01A	0.027733502
LUSC	LUSC-2708-01A	0.160536031
LUSC	LUSC-2709-01A	0.523543536
LUSC	LUSC-2710-01A	0.18234375
LUSC	LUSC-2711-01A	0.811192429
LUSC	LUSC-2712-01A	0.351754984
LUSC	LUSC-2713-01A	0.038349921
LUSC	LUSC-2714-01A	0.747301049
LUSC	LUSC-2715-01A	0.413197719
LUSC	LUSC-2716-01A	0.019452817
LUSC	LUSC-2719-01A	0.185181332
LUSC	LUSC-2720-01A	0.410402434
LUSC	LUSC-2721-01A	0.041091923
LUSC	LUSC-2722-01A	0.026341963
LUSC	LUSC-2723-01A	0.732661394
LUSC	LUSC-2724-01A	0.029673203
LUSC	LUSC-2725-01A	0.443379762
LUSC	LUSC-2726-01A	0.267829416
LUSC	LUSC-5128-01A	0.099441218
LUSC	LUSC-5131-01A	0.237611682
LUSC	LUSC-6202-01A	0.384262596
LUSC	LUSC-7020-01A	0.272527545
LUSC	LUSC-7021-01A	0.513351846
LUSC	LUSC-7022-01A	0.527266026
LUSC	LUSC-7023-01A	0.137881323
LUSC	LUSC-A5M9-01A	0.196599272
LUSC	LUSC-A5MB-01A	0.143822835
LUSC	LUSC-A5MG-01A	0.556005194
LUSC	LUSC-A5MH-01A	0.116482992
LUSC	LUSC-A5MI-01A	0.271287764
LUSC	LUSC-A5MJ-01A	0.201516854
LUSC	LUSC-A5ML-01A	0.119256339
LUSC	LUSC-A5MM-01A	0.449481028
LUSC	LUSC-A5MN-01A	0.603100578
LUSC	LUSC-A5MP-01A	0.385613885
LUSC	LUSC-A5MR-01A	0.440644539
LUSC	LUSC-A5MS-01A	0.43264345
LUSC	LUSC-A5MT-01A	0.407995373
LUSC	LUSC-A5MU-01A	0.095801814
LUSC	LUSC-A5MV-01A	0.52722449
LUSC	LUSC-A5MW-01A	0.129799308
LUSC	LUSC-A5MY-01A	0.146788072
LUSC	LUSC-2727-01A	0.208792627
LUSC	LUSC-2734-01A	0.885870222
LUSC	LUSC-2737-01A	0.229292383
LUSC	LUSC-2742-01A	0.057135774
LUSC	LUSC-2744-01A	0.374178018
LUSC	LUSC-2753-01A	0.233879206
LUSC	LUSC-2754-01A	0.093428435
LUSC	LUSC-2755-01A	0.396114323
LUSC	LUSC-2756-01A	0.061262079
LUSC	LUSC-2757-01A	0.845045813
LUSC	LUSC-2758-01A	0.236165587
LUSC	LUSC-2759-01A	0.072978495
LUSC	LUSC-2763-01A	0.220775677
LUSC	LUSC-2765-01A	0.31167019
LUSC	LUSC-2766-01A	0.030682204
LUSC	LUSC-2767-01A	0.364985199
LUSC	LUSC-2768-01A	0.351609178
LUSC	LUSC-2769-01A	0.032235383
LUSC	LUSC-2770-01A	0.239907418
LUSC	LUSC-2771-01A	0.450075542
LUSC	LUSC-2773-01A	0.314263286
LUSC	LUSC-2777-01A	0.02803113
LUSC	LUSC-2778-01A	0.526158679
LUSC	LUSC-2780-01A	0.371658517
LUSC	LUSC-2781-01A	0.338517319
LUSC	LUSC-2782-01A	0.371220708
LUSC	LUSC-2783-01A	0.24896558
LUSC	LUSC-2785-01A	0.051236647
LUSC	LUSC-2786-01A	0.254591939
LUSC	LUSC-2787-01A	0.336793767
LUSC	LUSC-2788-01A	0.442615156
LUSC	LUSC-2789-01A	0.083247167
LUSC	LUSC-2790-01A	0.236558119
LUSC	LUSC-2791-01A	0.316537108
LUSC	LUSC-2792-01A	0.09697893
LUSC	LUSC-2793-01A	0.030804428
LUSC	LUSC-2794-01A	0.074380184
LUSC	LUSC-2795-01A	0.18360022
LUSC	LUSC-2800-01A	0.051824447
LUSC	LUSC-7755-01A	0.148943823
LUSC	LUSC-7756-01A	0.331209764
LUSC	LUSC-7757-01B	0.436258944
LUSC	LUSC-8250-01A	0.282354557
LUSC	LUSC-8251-01A	0.427343388
LUSC	LUSC-A59I-01A	0.519591481
LUSC	LUSC-A59J-01A	0.267991174
LUSC	LUSC-AB49-01A	0.116730121
LUSC	LUSC-6722-01A	0.37773666
LUSC	LUSC-6723-01A	0.05199274
LUSC	LUSC-6842-01A	0.35254105
LUSC	LUSC-6843-01A	0.229737485
LUSC	LUSC-6844-01A	0.215542836
LUSC	LUSC-6845-01A	0.065966237
LUSC	LUSC-7138-01A	0.486152675
LUSC	LUSC-7139-01A	0.13805159
LUSC	LUSC-7140-01A	0.083623295
LUSC	LUSC-7141-01A	0.181564729
LUSC	LUSC-7142-01A	0.143154002
LUSC	LUSC-7335-01A	0.349853996
LUSC	LUSC-7337-01A	0.297990223
LUSC	LUSC-7338-01A	0.323767882
LUSC	LUSC-7463-01A	0.286240408
LUSC	LUSC-7465-01A	0.320533177
LUSC	LUSC-8007-01A	0.594925054
LUSC	LUSC-8008-01A	0.410775396
LUSC	LUSC-8009-01A	0.070174614
LUSC	LUSC-8128-01A	0.112762317
LUSC	LUSC-8130-01A	0.263714219
LUSC	LUSC-8131-01A	0.574683544
LUSC	LUSC-8133-01A	0.383993937
LUSC	LUSC-8136-01A	0.504165688
LUSC	LUSC-8138-01A	0.343348486
LUSC	LUSC-8139-01A	0.362187671
LUSC	LUSC-8140-01A	0.352467211
LUSC	LUSC-8143-01A	0.168515765
LUSC	LUSC-8144-01A	0.213689058
LUSC	LUSC-8145-01A	0.25307609
LUSC	LUSC-8146-01A	0.310250338
LUSC	LUSC-8148-01A	0.187717801
LUSC	LUSC-8150-01A	0.218256143
LUSC	LUSC-8153-01A	0.225419363
LUSC	LUSC-8154-01A	0.19330988
LUSC	LUSC-8156-01A	0.545362428
LUSC	LUSC-A5FZ-01A	0.787122791
LUSC	LUSC-A5G1-01A	0.559337255
LUSC	LUSC-A5G3-01A	0.171903671
LUSC	LUSC-A5G6-01A	0.164279773
LUSC	LUSC-A5G7-01B	0.398767851
LUSC	LUSC-A5G8-01B	0.333482942
LUSC	LUSC-A5GA-01A	0.378244663
LUSC	LUSC-A5GB-01B	0.500552016
LUSC	LUSC-A5GF-01A	0.207604086
LUSC	LUSC-A5GH-01A	0.441198514
LUSC	LUSC-5596-01A	0.268325223
LUSC	LUSC-6175-01A	0.304106024
LUSC	LUSC-6560-01A	0.24709901
LUSC	LUSC-6561-01A	0.452134582
LUSC	LUSC-6798-01A	0.219460751
LUSC	LUSC-7696-01A	0.156189746
LUSC	LUSC-7697-01A	0.480713243
LUSC	LUSC-7698-01A	0.246776594
LUSC	LUSC-7699-01A	0.324914927
LUSC	LUSC-7710-01A	0.191459023
LUSC	LUSC-7843-01A	0.283647715
LUSC	LUSC-7844-01A	0.33615633
LUSC	LUSC-7950-01A	0.279536245
LUSC	LUSC-8048-01A	0.559425173
LUSC	LUSC-8049-01A	0.477192769
LUSC	LUSC-8052-01A	0.330337208
LUSC	LUSC-8070-01A	0.063930863
LUSC	LUSC-8071-01A	0.098441378
LUSC	LUSC-8072-01A	0.245362732
LUSC	LUSC-8276-01A	0.425825327
LUSC	LUSC-8277-01A	0.208839008
LUSC	LUSC-8287-01A	0.444807031
LUSC	LUSC-8288-01A	0.268134178
LUSC	LUSC-8350-01A	0.317276382
LUSC	LUSC-8351-01A	0.259700648
LUSC	LUSC-8352-01A	0.040472345
LUSC	LUSC-8353-01A	0.397189173
LUSC	LUSC-8354-01A	0.103883662
LUSC	LUSC-8355-01A	0.600440339
LUSC	LUSC-8479-01A	0.287685028
LUSC	LUSC-8481-01A	0.432434317
LUSC	LUSC-8580-01A	0.483764737
LUSC	LUSC-8582-01A	0.461394644
LUSC	LUSC-8584-01A	0.456569443
LUSC	LUSC-8664-01A	0.200067654
LUSC	LUSC-8666-01A	0.457082359
LUSC	LUSC-A4CL-01A	0.303432584
LUSC	LUSC-A4CN-01A	0.311060573
LUSC	LUSC-A4JB-01A	0.415507939
LUSC	LUSC-A4JC-01A	0.570218235
LUSC	LUSC-A4PA-01A	0.910951235
LUSC	LUSC-A4QQ-01A	0.257747375
LUSC	LUSC-A4QR-01A	0.105701557
LUSC	LUSC-A50M-01A	0.436559362
LUSC	LUSC-A50Z-01A	0.53844392
LUSC	LUSC-A510-01A	0.306960788
LUSC	LUSC-A511-01A	0.428876246
LUSC	LUSC-A512-01A	0.151887366
LUSC	LUSC-A513-01A	0.468276889
LUSC	LUSC-A53L-01A	0.476172525
LUSC	LUSC-A5B5-01A	0.07160633
LUSC	LUSC-6837-01A	0.230614411
LUSC	LUSC-7766-01A	0.376380599
LUSC	LUSC-7767-01A	0.285415491
LUSC	LUSC-7769-01A	0.164149919
LUSC	LUSC-7964-01A	0.173375974
LUSC	LUSC-A4ED-01A	0.226151604
LUSC	LUSC-A4EE-01A	0.470952368
LUSC	LUSC-A59Q-01A	0.489120859
LUSC	LUSC-7340-01A	0.403747368
LUSC	LUSC-7341-01A	0.216818453
LUSC	LUSC-8063-01A	0.357616313
LUSC	LUSC-8064-01A	0.449849083
LUSC	LUSC-8065-01A	0.393946341
LUSC	LUSC-7033-01A	0.358893104
LUSC	LUSC-7557-01A	0.335559456
LUSC	LUSC-7943-01A	0.198533589
LUSC	LUSC-8035-01A	0.439792995
LUSC	LUSC-8490-01A	0.126380707
LUSC	LUSC-8491-01A	0.316412087
LUSC	LUSC-A4VJ-01A	0.215094938
LUSC	LUSC-A5I4-01A	0.188977451
LUSC	LUSC-A5I6-01A	0.345683605
LUSC	LUSC-7544-01A	0.320783143
LUSC	LUSC-7545-01A	0.34784792
LUSC	LUSC-8169-01A	0.360063607
LUSC	LUSC-8170-01A	0.378223345
LUSC	LUSC-A4JK-01A	0.279620118
LUSC	LUSC-A4JL-01A	0.401926237
LUSC	LUSC-7454-01A	0.51370757
LUSC	LUSC-8020-01A	0.272515085
LUSC	LUSC-8021-01A	0.265662666
LUSC	LUSC-8022-01A	0.223761283
LUSC	LUSC-8023-01A	0.450679217
LUSC	LUSC-A538-01A	0.34850436
LUSC	LUSC-A539-01A	0.380079075
LUSC	LUSC-A53A-01A	0.242025368
LUSC	LUSC-A53B-01A	0.352352305
LUSC	LUSC-A53C-01A	0.517757456
LUSC	LUSC-A53D-01A	0.53645335
LUSC	LUSC-A53H-01A	0.551731254
LUSC	LUSC-A53I-01A	0.364552529
LUSC	LUSC-A53J-01A	0.354128988
LUSC	LUSC-A4AH-01A	0.368917897
LUSC	LUSC-A4E7-01A	0.452346232
LUSC	LUSC-A524-01A	0.178868663
LUSC	LUSC-A446-01A	0.281146264
LUSC	LUSC-A7SW-01A	0.370408498
LUSC	LUSC-A522-01A	0.166210991
LUSC	LUSC-A5HD-01A	0.252928342
LUSC	LUSC-A5HE-01A	0.523450733
LUSC	LUSC-A5HF-01A	0.09389469
LUSC	LUSC-A5HG-01A	0.137298267
LUSC	LUSC-A5HH-01A	0.183442656
LUSC	LUSC-A5HI-01A	0.359134325
LUSC	LUSC-A5HJ-01A	0.378467679
LUSC	LUSC-A5HK-01A	0.20799405
LUSC	LUSC-A5HL-01A	0.343185905
LUSC	LUSC-A5HM-01A	0.318914689
LUSC	LUSC-A5HN-01A	0.097497352
LUSC	LUSC-A5HO-01A	0.329645204
LUSC	LUSC-A5HP-01A	0.104341027
LUSC	LUSC-A5HQ-01A	0.295435725
LUSC	LUSC-A5HR-01A	0.300829148
LUSC	LUSC-A5HT-01A	0.099028885
LUSC	LUSC-A5CR-01A	0.151084273
LUSC	LUSC-A5CT-01A	0.478377271
LUSC	LUSC-A5CX-01A	0.416438022
LUSC	LUSC-A5D1-01A	0.041024285
LUSC	LUSC-A7XE-01A	0.476348111
LUSC	LUSC-A52N-01A	0.224931389
LUSC	LUSC-A52Q-01A	0.327926064
LUSC	LUSC-A52S-01A	0.206120596
LUSC	LUSC-A52V-01A	0.472810838
LUSC	LUSC-A52W-01A	0.355486586
LUSC	LUSC-A5IB-01A	0.043838276
LUSC	LUSC-A5IC-01A	0.648543274
LUSC	LUSC-AA0X-01A	0.478406287
MESO	MESO-AB3K-01A	0.149180119
MESO	MESO-AB3L-01A	0.266007164
MESO	MESO-AB3M-01A	0.105312469
MESO	MESO-AB3O-01A	0.778914767
MESO	MESO-AB3S-01A	0.086279041
MESO	MESO-AB3T-01A	0.40578426
MESO	MESO-AB3U-01A	0.07165305
MESO	MESO-AB3X-01A	0.142645792
MESO	MESO-A98D-01A	0.200598684
MESO	MESO-A98E-01A	0.085418073
MESO	MESO-A98F-01A	0.028269608
MESO	MESO-A98G-01A	0.474052311
MESO	MESO-A98H-01A	0.458286694
MESO	MESO-A98I-01A	0.306618132
MESO	MESO-A98J-01A	0.308152797
MESO	MESO-A4NW-01A	0.253439164
MESO	MESO-A4NY-01A	0.125233343
MESO	MESO-A4NZ-01A	0.321627966
MESO	MESO-A4O0-01A	0.402713347
MESO	MESO-A4O2-01A	0.390278392
MESO	MESO-A4O4-01A	0.441290973
MESO	MESO-A4O5-01A	0.249457315
MESO	MESO-A4O6-01A	0.374738163
MESO	MESO-A4O7-01A	0.084136375
MESO	MESO-A4KX-01A	0.423790704
MESO	MESO-A4LC-01A	0.277773359
